"序号","一级目录","二级目录","文档标题","上线批次","上线状态","语言","文档ID","正式域名URL","GitHub Pages预览URL","新帮助中心路径","源码路径","旧帮助中心目录","旧帮助中心标题","是否有附件","附件数量","附件是否已本地化","语言覆盖","对应语言文档ID","对应语言正式URL","是否目录入口文档","是否需要业务复核","复核原因","复核负责人","复核结论","维护方式","最后更新时间","备注"
"122","产品与服务","Oceanpayment 产品与服务","What payment products does Oceanpayment offer?","2026-07-08 帮助中心上线","待上线","英文","products-services/oceanpayment-products/available-payment-products","https://support.oceanpayment.com/en/docs/products-services/oceanpayment-products/available-payment-products/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/products-services/oceanpayment-products/available-payment-products/","/en/docs/products-services/oceanpayment-products/available-payment-products/","i18n/en/docusaurus-plugin-content-docs/current/products-services/oceanpayment-products/available-payment-products/index.mdx","Products and Services","What payment products does Oceanpayment offer?","否","0","不涉及","中英文均有","products-services/oceanpayment-products/available-payment-products","https://support.oceanpayment.com/docs/products-services/oceanpayment-products/available-payment-products/","否","否","","","","过渡期人工维护","2026/07/06",""
"123","产品与服务","Oceanpayment 产品与服务","Besides international credit cards, which countries' local payment products does Oceanpayment support?","2026-07-08 帮助中心上线","待上线","英文","products-services/oceanpayment-products/supported-local-payment-products","https://support.oceanpayment.com/en/docs/products-services/oceanpayment-products/supported-local-payment-products/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/products-services/oceanpayment-products/supported-local-payment-products/","/en/docs/products-services/oceanpayment-products/supported-local-payment-products/","i18n/en/docusaurus-plugin-content-docs/current/products-services/oceanpayment-products/supported-local-payment-products/index.mdx","Products and Services","Besides international credit cards, which countries' local payment products does Oceanpayment support?","否","0","不涉及","English-only","","","否","否","","","","过渡期人工维护","2026/07/06","仅英文站上线"
"124","产品与服务","Oceanpayment 产品与服务","Does Oceanpayment support Mobile payment?","2026-07-08 帮助中心上线","待上线","英文","products-services/oceanpayment-products/support-mobile-payment","https://support.oceanpayment.com/en/docs/products-services/oceanpayment-products/support-mobile-payment/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/products-services/oceanpayment-products/support-mobile-payment/","/en/docs/products-services/oceanpayment-products/support-mobile-payment/","i18n/en/docusaurus-plugin-content-docs/current/products-services/oceanpayment-products/support-mobile-payment/index.mdx","Products and Services","Does Oceanpayment support Mobile payment?","否","0","不涉及","中英文均有","products-services/oceanpayment-products/support-mobile-payment","https://support.oceanpayment.com/docs/products-services/oceanpayment-products/support-mobile-payment/","否","否","","","","过渡期人工维护","2026/07/06",""
"125","产品与服务","Oceanpayment 产品与服务","Can Oceanpayment support Shopify or other website builders?","2026-07-08 帮助中心上线","待上线","英文","products-services/oceanpayment-products/support-shopify-or-other-platforms","https://support.oceanpayment.com/en/docs/products-services/oceanpayment-products/support-shopify-or-other-platforms/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/products-services/oceanpayment-products/support-shopify-or-other-platforms/","/en/docs/products-services/oceanpayment-products/support-shopify-or-other-platforms/","i18n/en/docusaurus-plugin-content-docs/current/products-services/oceanpayment-products/support-shopify-or-other-platforms/index.mdx","Products and Services","Can Oceanpayment support Shopify or other website builders?","否","0","不涉及","中英文均有","products-services/oceanpayment-products/support-shopify-or-other-platforms","https://support.oceanpayment.com/docs/products-services/oceanpayment-products/support-shopify-or-other-platforms/","否","否","","","","过渡期人工维护","2026/07/06",""
"126","产品与服务","Oceanpayment 产品与服务","If I need to activate a new payment method, how do I get the product price to activate it?","2026-07-08 帮助中心上线","待上线","英文","products-services/oceanpayment-products/activate-new-payment-method-pricing","https://support.oceanpayment.com/en/docs/products-services/oceanpayment-products/activate-new-payment-method-pricing/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/products-services/oceanpayment-products/activate-new-payment-method-pricing/","/en/docs/products-services/oceanpayment-products/activate-new-payment-method-pricing/","i18n/en/docusaurus-plugin-content-docs/current/products-services/oceanpayment-products/activate-new-payment-method-pricing/index.mdx","Products and Services","If I need to activate a new payment method, how do I get the product price to activate it?","否","0","不涉及","中英文均有","products-services/oceanpayment-products/activate-new-payment-method-pricing","https://support.oceanpayment.com/docs/products-services/oceanpayment-products/activate-new-payment-method-pricing/","否","否","","","","过渡期人工维护","2026/07/06",""
"127","产品与服务","Oceanpayment 产品与服务","Do I need to re-apply when I change to a new domain for promotion?","2026-07-08 帮助中心上线","待上线","英文","products-services/oceanpayment-products/change-domain-reapply-channel","https://support.oceanpayment.com/en/docs/products-services/oceanpayment-products/change-domain-reapply-channel/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/products-services/oceanpayment-products/change-domain-reapply-channel/","/en/docs/products-services/oceanpayment-products/change-domain-reapply-channel/","i18n/en/docusaurus-plugin-content-docs/current/products-services/oceanpayment-products/change-domain-reapply-channel/index.mdx","Products and Services","Do I need to re-apply when I change to a new domain for promotion?","否","0","不涉及","English-only","","","否","否","","","","过渡期人工维护","2026/07/06","仅英文站上线"
"128","合规与认证","准入与合规管理","Oceanpayment Introduction of Prohibited Business","2026-07-08 帮助中心上线","待上线","英文","compliance-certification/access-compliance/prohibited-and-restricted-businesses","https://support.oceanpayment.com/en/docs/compliance-certification/access-compliance/prohibited-and-restricted-businesses/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/compliance-certification/access-compliance/prohibited-and-restricted-businesses/","/en/docs/compliance-certification/access-compliance/prohibited-and-restricted-businesses/","i18n/en/docusaurus-plugin-content-docs/current/compliance-certification/access-compliance/prohibited-and-restricted-businesses/index.mdx","Products and Services","Oceanpayment Introduction of Prohibited Business","是","1","是","中英文均有","compliance-certification/access-compliance/prohibited-and-restricted-businesses","https://support.oceanpayment.com/docs/compliance-certification/access-compliance/prohibited-and-restricted-businesses/","是","是","含附件, 建议上线后抽查预览/下载","","","过渡期人工维护","2026/07/06",""
"129","客户服务","客户服务常见问题","Does ODPM support multiple account logins?","2026-07-08 帮助中心上线","待上线","英文","customer-service/customer-service-faq/multiple-account-logins","https://support.oceanpayment.com/en/docs/customer-service/customer-service-faq/multiple-account-logins/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/customer-service/customer-service-faq/multiple-account-logins/","/en/docs/customer-service/customer-service-faq/multiple-account-logins/","i18n/en/docusaurus-plugin-content-docs/current/customer-service/customer-service-faq/multiple-account-logins/index.mdx","Account Login FAQs","Does ODPM support multiple account logins?","否","0","不涉及","中英文均有","customer-service/customer-service-faq/multiple-account-logins","https://support.oceanpayment.com/docs/customer-service/customer-service-faq/multiple-account-logins/","是","否","","","","过渡期人工维护","2026/07/06",""
"130","客户服务","客户服务常见问题","I forgot my ODPM login password, how do I reset it?","2026-07-08 帮助中心上线","待上线","英文","customer-service/customer-service-faq/reset-oceanpayment-dashboard-password","https://support.oceanpayment.com/en/docs/customer-service/customer-service-faq/reset-oceanpayment-dashboard-password/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/customer-service/customer-service-faq/reset-oceanpayment-dashboard-password/","/en/docs/customer-service/customer-service-faq/reset-oceanpayment-dashboard-password/","i18n/en/docusaurus-plugin-content-docs/current/customer-service/customer-service-faq/reset-oceanpayment-dashboard-password/index.mdx","Account Login FAQs","I forgot my ODPM login password, how do I reset it?","否","0","不涉及","中英文均有","customer-service/customer-service-faq/reset-oceanpayment-dashboard-password","https://support.oceanpayment.com/docs/customer-service/customer-service-faq/reset-oceanpayment-dashboard-password/","否","否","","","","过渡期人工维护","2026/07/06",""
"131","客户服务","客户服务常见问题","Oceanpayment complaints and suggestions contact information","2026-07-08 帮助中心上线","待上线","英文","customer-service/customer-service-faq/oceanpayment-complaints-and-suggestions-contact","https://support.oceanpayment.com/en/docs/customer-service/customer-service-faq/oceanpayment-complaints-and-suggestions-contact/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/customer-service/customer-service-faq/oceanpayment-complaints-and-suggestions-contact/","/en/docs/customer-service/customer-service-faq/oceanpayment-complaints-and-suggestions-contact/","i18n/en/docusaurus-plugin-content-docs/current/customer-service/customer-service-faq/oceanpayment-complaints-and-suggestions-contact/index.mdx","Products and Services","Oceanpayment complaints and suggestions contact information","否","0","不涉及","中英文均有","customer-service/customer-service-faq/oceanpayment-complaints-and-suggestions-contact","https://support.oceanpayment.com/docs/customer-service/customer-service-faq/oceanpayment-complaints-and-suggestions-contact/","否","否","","","","过渡期人工维护","2026/07/06",""
"132","ODPM 账户后台操作指引","板块操作指引","New- Oceanpayment-ODPM Digital Platform Guidelines Manual","2026-07-08 帮助中心上线","待上线","英文","odpm-guide/section-guide/digital-platform-guidelines-manual","https://support.oceanpayment.com/en/docs/odpm-guide/section-guide/digital-platform-guidelines-manual/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/odpm-guide/section-guide/digital-platform-guidelines-manual/","/en/docs/odpm-guide/section-guide/digital-platform-guidelines-manual/","i18n/en/docusaurus-plugin-content-docs/current/odpm-guide/section-guide/digital-platform-guidelines-manual/index.mdx","Account Login FAQs","ODPM Digital Platform Guideline","否","0","不涉及","English-only","","","是","否","","","","过渡期人工维护","2026/07/06","仅英文站上线"
"133","ODPM 账户后台操作指引","板块操作指引","Assign Account Setting","2026-07-08 帮助中心上线","待上线","英文","odpm-guide/section-guide/assign-account-setting","https://support.oceanpayment.com/en/docs/odpm-guide/section-guide/assign-account-setting/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/odpm-guide/section-guide/assign-account-setting/","/en/docs/odpm-guide/section-guide/assign-account-setting/","i18n/en/docusaurus-plugin-content-docs/current/odpm-guide/section-guide/assign-account-setting/index.mdx","","","否","0","不涉及","English-only","","","否","是","旧站来源/备注需复核","","","过渡期人工维护","2026/07/06","旧站来源待补充或非迁移审计直接匹配, 仅英文站上线"
"134","ODPM 账户后台操作指引","板块操作指引","Guideline of OPCCOUNT-New","2026-07-08 帮助中心上线","待上线","英文","odpm-guide/section-guide/opccount-guideline","https://support.oceanpayment.com/en/docs/odpm-guide/section-guide/opccount-guideline/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/odpm-guide/section-guide/opccount-guideline/","/en/docs/odpm-guide/section-guide/opccount-guideline/","i18n/en/docusaurus-plugin-content-docs/current/odpm-guide/section-guide/opccount-guideline/index.mdx","","","否","0","不涉及","English-only","","","否","是","旧站来源/备注需复核","","","过渡期人工维护","2026/07/06","旧站来源待补充或非迁移审计直接匹配, 仅英文站上线"
"135","ODPM 账户后台操作指引","板块操作指引","Guideline of Reconciliation","2026-07-08 帮助中心上线","待上线","英文","odpm-guide/section-guide/reconciliation-guideline","https://support.oceanpayment.com/en/docs/odpm-guide/section-guide/reconciliation-guideline/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/odpm-guide/section-guide/reconciliation-guideline/","/en/docs/odpm-guide/section-guide/reconciliation-guideline/","i18n/en/docusaurus-plugin-content-docs/current/odpm-guide/section-guide/reconciliation-guideline/index.mdx","","","否","0","不涉及","English-only","","","否","是","旧站来源/备注需复核","","","过渡期人工维护","2026/07/06","旧站来源待补充或非迁移审计直接匹配, 仅英文站上线"
"136","ODPM 账户后台操作指引","板块操作指引","Ocenapayment ODPM - Operations Guide for Klarna Payment Method","2026-07-08 帮助中心上线","待上线","英文","odpm-guide/section-guide/klarna-payment-operations-guide","https://support.oceanpayment.com/en/docs/odpm-guide/section-guide/klarna-payment-operations-guide/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/odpm-guide/section-guide/klarna-payment-operations-guide/","/en/docs/odpm-guide/section-guide/klarna-payment-operations-guide/","i18n/en/docusaurus-plugin-content-docs/current/odpm-guide/section-guide/klarna-payment-operations-guide/index.mdx","Local Payments Acquiring FAQs","Klarna Merchant Operations Guide","否","0","不涉及","English-only","","","否","否","","","","过渡期人工维护","2026/07/06","仅英文站上线"
"137","ODPM 账户后台操作指引","板块操作指引","Oceanpayment ODPM - Blacklist Operation Manual 2025-07-25","2026-07-08 帮助中心上线","待上线","英文","odpm-guide/section-guide/blacklist-operation-manual","https://support.oceanpayment.com/en/docs/odpm-guide/section-guide/blacklist-operation-manual/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/odpm-guide/section-guide/blacklist-operation-manual/","/en/docs/odpm-guide/section-guide/blacklist-operation-manual/","i18n/en/docusaurus-plugin-content-docs/current/odpm-guide/section-guide/blacklist-operation-manual/index.mdx","","","否","0","不涉及","English-only","","","否","是","旧站来源/备注需复核","","","过渡期人工维护","2026/07/06","旧站来源待补充或非迁移审计直接匹配, 仅英文站上线"
"138","ODPM 账户后台操作指引","板块操作指引","Oceanpayment ODPM - Whitelist Operation Manual 2025-07-25","2026-07-08 帮助中心上线","待上线","英文","odpm-guide/section-guide/whitelist-operation-manual","https://support.oceanpayment.com/en/docs/odpm-guide/section-guide/whitelist-operation-manual/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/odpm-guide/section-guide/whitelist-operation-manual/","/en/docs/odpm-guide/section-guide/whitelist-operation-manual/","i18n/en/docusaurus-plugin-content-docs/current/odpm-guide/section-guide/whitelist-operation-manual/index.mdx","","","否","0","不涉及","English-only","","","否","是","旧站来源/备注需复核","","","过渡期人工维护","2026/07/06","旧站来源待补充或非迁移审计直接匹配, 仅英文站上线"
"139","ODPM 账户后台操作指引","板块操作指引","Oceanpayment ODPM - High Fraud Risk Alert Manual 2025-07-25","2026-07-08 帮助中心上线","待上线","英文","odpm-guide/section-guide/high-fraud-risk-alert-manual","https://support.oceanpayment.com/en/docs/odpm-guide/section-guide/high-fraud-risk-alert-manual/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/odpm-guide/section-guide/high-fraud-risk-alert-manual/","/en/docs/odpm-guide/section-guide/high-fraud-risk-alert-manual/","i18n/en/docusaurus-plugin-content-docs/current/odpm-guide/section-guide/high-fraud-risk-alert-manual/index.mdx","","","否","0","不涉及","English-only","","","否","是","旧站来源/备注需复核","","","过渡期人工维护","2026/07/06","旧站来源待补充或非迁移审计直接匹配, 仅英文站上线"
"140","ODPM 账户后台操作指引","板块操作指引","Oceanpayment ODPM Digital Platform Guidelines Manual - All Exceptions","2026-07-08 帮助中心上线","待上线","英文","odpm-guide/section-guide/digital-platform-guidelines-manual-all-exceptions","https://support.oceanpayment.com/en/docs/odpm-guide/section-guide/digital-platform-guidelines-manual-all-exceptions/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/odpm-guide/section-guide/digital-platform-guidelines-manual-all-exceptions/","/en/docs/odpm-guide/section-guide/digital-platform-guidelines-manual-all-exceptions/","i18n/en/docusaurus-plugin-content-docs/current/odpm-guide/section-guide/digital-platform-guidelines-manual-all-exceptions/index.mdx","","","否","0","不涉及","English-only","","","否","是","旧站来源/备注需复核","","","过渡期人工维护","2026/07/06","旧站来源待补充或非迁移审计直接匹配, 仅英文站上线"
"141","ODPM 账户后台操作指引","板块操作指引","Oceanpayment Guidelines for Merchant Initiated Chargeback Recall","2026-07-08 帮助中心上线","待上线","英文","odpm-guide/section-guide/merchant-initiated-chargeback-recall-guidelines","https://support.oceanpayment.com/en/docs/odpm-guide/section-guide/merchant-initiated-chargeback-recall-guidelines/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/odpm-guide/section-guide/merchant-initiated-chargeback-recall-guidelines/","/en/docs/odpm-guide/section-guide/merchant-initiated-chargeback-recall-guidelines/","i18n/en/docusaurus-plugin-content-docs/current/odpm-guide/section-guide/merchant-initiated-chargeback-recall-guidelines/index.mdx","","","否","0","不涉及","English-only","","","否","是","旧站来源/备注需复核","","","过渡期人工维护","2026/07/06","旧站来源待补充或非迁移审计直接匹配, 仅英文站上线"
"142","ODPM 账户后台操作指引","板块操作指引","Oceanpayment Reconciliation Guide - English","2026-07-08 帮助中心上线","待上线","英文","odpm-guide/section-guide/reconciliation-guide","https://support.oceanpayment.com/en/docs/odpm-guide/section-guide/reconciliation-guide/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/odpm-guide/section-guide/reconciliation-guide/","/en/docs/odpm-guide/section-guide/reconciliation-guide/","i18n/en/docusaurus-plugin-content-docs/current/odpm-guide/section-guide/reconciliation-guide/index.mdx","","","否","0","不涉及","English-only","","","否","是","旧站来源/备注需复核","","","过渡期人工维护","2026/07/06","旧站来源待补充或非迁移审计直接匹配, 仅英文站上线"
"143","ODPM 账户后台操作指引","板块操作指引","Oceanpayment-Merchant Batch Representment Submission Guide","2026-07-08 帮助中心上线","待上线","英文","odpm-guide/section-guide/merchant-batch-representment-submission-guide","https://support.oceanpayment.com/en/docs/odpm-guide/section-guide/merchant-batch-representment-submission-guide/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/odpm-guide/section-guide/merchant-batch-representment-submission-guide/","/en/docs/odpm-guide/section-guide/merchant-batch-representment-submission-guide/","i18n/en/docusaurus-plugin-content-docs/current/odpm-guide/section-guide/merchant-batch-representment-submission-guide/index.mdx","","","否","0","不涉及","English-only","","","否","是","旧站来源/备注需复核","","","过渡期人工维护","2026/07/06","旧站来源待补充或非迁移审计直接匹配, 仅英文站上线"
"144","OP Card 常见 FAQ","条款和条件","Terms and Conditions","2026-07-08 帮助中心上线","待上线","英文","op-card-faq/terms-conditions/terms-and-conditions","https://support.oceanpayment.com/en/docs/op-card-faq/terms-conditions/terms-and-conditions/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/op-card-faq/terms-conditions/terms-and-conditions/","/en/docs/op-card-faq/terms-conditions/terms-and-conditions/","i18n/en/docusaurus-plugin-content-docs/current/op-card-faq/terms-conditions/terms-and-conditions/index.mdx","OP Card","Terms and Conditions","是","1","是","中英文均有","op-card-faq/terms-conditions/terms-and-conditions","https://support.oceanpayment.com/docs/op-card-faq/terms-conditions/terms-and-conditions/","是","是","含附件, 建议上线后抽查预览/下载","","","过渡期人工维护","2026/07/06",""
"145","Payment 收单常见 FAQ","常见问题","Visa and MasterCard Refund Processing Rules Update","2026-07-08 帮助中心上线","待上线","英文","payment-faq/common-questions/visa-mastercard-refund-rules-update","https://support.oceanpayment.com/en/docs/payment-faq/common-questions/visa-mastercard-refund-rules-update/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/payment-faq/common-questions/visa-mastercard-refund-rules-update/","/en/docs/payment-faq/common-questions/visa-mastercard-refund-rules-update/","i18n/en/docusaurus-plugin-content-docs/current/payment-faq/common-questions/visa-mastercard-refund-rules-update/index.mdx","Credit Card Acquiring FAQs","Visa and MasterCard Refund Processing Rules Update","否","0","不涉及","中英文均有","payment-faq/common-questions/visa-mastercard-refund-rules-update","https://support.oceanpayment.com/docs/payment-faq/common-questions/visa-mastercard-refund-rules-update/","否","否","","","","过渡期人工维护","2026/07/06",""
"146","Payment 收单常见 FAQ","常见问题","What should I do with a risky and successful deal?","2026-07-08 帮助中心上线","待上线","英文","payment-faq/common-questions/risky-successful-transaction-handling","https://support.oceanpayment.com/en/docs/payment-faq/common-questions/risky-successful-transaction-handling/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/payment-faq/common-questions/risky-successful-transaction-handling/","/en/docs/payment-faq/common-questions/risky-successful-transaction-handling/","i18n/en/docusaurus-plugin-content-docs/current/payment-faq/common-questions/risky-successful-transaction-handling/index.mdx","Credit Card Acquiring FAQs","What should I do with a risky and successful deal?","否","0","不涉及","中英文均有","payment-faq/common-questions/risky-successful-transaction-handling","https://support.oceanpayment.com/docs/payment-faq/common-questions/risky-successful-transaction-handling/","否","否","","","","过渡期人工维护","2026/07/06",""
"147","Payment 收单常见 FAQ","常见问题","The order is intercepted by the risk control to show 10000: Payment is declined, how to deal with it?","2026-07-08 帮助中心上线","待上线","英文","payment-faq/common-questions/payment-declined-10000-risk-control","https://support.oceanpayment.com/en/docs/payment-faq/common-questions/payment-declined-10000-risk-control/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/payment-faq/common-questions/payment-declined-10000-risk-control/","/en/docs/payment-faq/common-questions/payment-declined-10000-risk-control/","i18n/en/docusaurus-plugin-content-docs/current/payment-faq/common-questions/payment-declined-10000-risk-control/index.mdx","Credit Card Acquiring FAQs","The order is intercepted by the risk control to show 10000: Payment is declined, how to deal with it?","否","0","不涉及","中英文均有","payment-faq/common-questions/payment-declined-10000-risk-control","https://support.oceanpayment.com/docs/payment-faq/common-questions/payment-declined-10000-risk-control/","否","否","","","","过渡期人工维护","2026/07/06",""
"148","Payment 收单常见 FAQ","常见问题","What currencies are supported by Oceanpayment credit card channel?","2026-07-08 帮助中心上线","待上线","英文","payment-faq/common-questions/credit-card-channel-supported-currencies","https://support.oceanpayment.com/en/docs/payment-faq/common-questions/credit-card-channel-supported-currencies/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/payment-faq/common-questions/credit-card-channel-supported-currencies/","/en/docs/payment-faq/common-questions/credit-card-channel-supported-currencies/","i18n/en/docusaurus-plugin-content-docs/current/payment-faq/common-questions/credit-card-channel-supported-currencies/index.mdx","Credit Card Acquiring FAQs","What currencies are supported by Oceanpayment credit card channel?","否","0","不涉及","中英文均有","payment-faq/common-questions/credit-card-channel-supported-currencies","https://support.oceanpayment.com/docs/payment-faq/common-questions/credit-card-channel-supported-currencies/","否","否","","","","过渡期人工维护","2026/07/06",""
"149","Payment 收单常见 FAQ","常见问题","How to reduce the incidence of fraudulent and chargeback transactions?","2026-07-08 帮助中心上线","待上线","英文","payment-faq/common-questions/reduce-fraudulent-chargeback-transactions","https://support.oceanpayment.com/en/docs/payment-faq/common-questions/reduce-fraudulent-chargeback-transactions/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/payment-faq/common-questions/reduce-fraudulent-chargeback-transactions/","/en/docs/payment-faq/common-questions/reduce-fraudulent-chargeback-transactions/","i18n/en/docusaurus-plugin-content-docs/current/payment-faq/common-questions/reduce-fraudulent-chargeback-transactions/index.mdx","Credit Card Acquiring FAQs","How to reduce the incidence of fraudulent and chargeback transactions?","是","1","是","English-only","","","否","是","含附件, 建议上线后抽查预览/下载","","","过渡期人工维护","2026/07/06","仅英文站上线"
"150","Payment 收单常见 FAQ","常见问题","Why do I get high-risk order alert emails? How do I handle it?","2026-07-08 帮助中心上线","待上线","英文","payment-faq/common-questions/high-risk-order-alert-email","https://support.oceanpayment.com/en/docs/payment-faq/common-questions/high-risk-order-alert-email/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/payment-faq/common-questions/high-risk-order-alert-email/","/en/docs/payment-faq/common-questions/high-risk-order-alert-email/","i18n/en/docusaurus-plugin-content-docs/current/payment-faq/common-questions/high-risk-order-alert-email/index.mdx","Credit Card Acquiring FAQs","Why do I get high-risk order alert emails? How do I handle it?","是","1","是","中英文均有","payment-faq/common-questions/high-risk-order-alert-email","https://support.oceanpayment.com/docs/payment-faq/common-questions/high-risk-order-alert-email/","否","是","含附件, 建议上线后抽查预览/下载","","","过渡期人工维护","2026/07/06",""
"151","Payment 收单常见 FAQ","常见问题","What is a Chargeback/Retrieval/Fraud order? How should it be handled?","2026-07-08 帮助中心上线","待上线","英文","payment-faq/common-questions/chargeback-fraud-retrieval-orders","https://support.oceanpayment.com/en/docs/payment-faq/common-questions/chargeback-fraud-retrieval-orders/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/payment-faq/common-questions/chargeback-fraud-retrieval-orders/","/en/docs/payment-faq/common-questions/chargeback-fraud-retrieval-orders/","i18n/en/docusaurus-plugin-content-docs/current/payment-faq/common-questions/chargeback-fraud-retrieval-orders/index.mdx","Credit Card Acquiring FAQs","What is a Chargeback/Retrieval/Fraud order? How should it be handled?","是","3","是","中英文均有","payment-faq/common-questions/chargeback-fraud-retrieval-orders","https://support.oceanpayment.com/docs/payment-faq/common-questions/chargeback-fraud-retrieval-orders/","否","是","含附件, 建议上线后抽查预览/下载","","","过渡期人工维护","2026/07/06",""
"152","Payment 收单常见 FAQ","常见问题","Merchant Final Settlement at Oceanpayment","2026-07-08 帮助中心上线","待上线","英文","payment-faq/common-questions/merchant-fund-settlement-at-oceanpayment","https://support.oceanpayment.com/en/docs/payment-faq/common-questions/merchant-fund-settlement-at-oceanpayment/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/payment-faq/common-questions/merchant-fund-settlement-at-oceanpayment/","/en/docs/payment-faq/common-questions/merchant-fund-settlement-at-oceanpayment/","i18n/en/docusaurus-plugin-content-docs/current/payment-faq/common-questions/merchant-fund-settlement-at-oceanpayment/index.mdx","Funding Operation FAQs","Merchant Final Settlement at Oceanpayment","否","0","不涉及","中英文均有","payment-faq/common-questions/merchant-fund-settlement-at-oceanpayment","https://support.oceanpayment.com/docs/payment-faq/common-questions/merchant-fund-settlement-at-oceanpayment/","否","否","","","","过渡期人工维护","2026/07/06",""
"153","Payment 收单常见 FAQ","常见问题","Understanding Currency Conversion in Your Payment and Settlement Process","2026-07-08 帮助中心上线","待上线","英文","payment-faq/common-questions/currency-conversion-in-transaction-settlement","https://support.oceanpayment.com/en/docs/payment-faq/common-questions/currency-conversion-in-transaction-settlement/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/payment-faq/common-questions/currency-conversion-in-transaction-settlement/","/en/docs/payment-faq/common-questions/currency-conversion-in-transaction-settlement/","i18n/en/docusaurus-plugin-content-docs/current/payment-faq/common-questions/currency-conversion-in-transaction-settlement/index.mdx","Funding Operation FAQs","Understanding Currency Conversion in Your Payment and Settlement Process","否","0","不涉及","中英文均有","payment-faq/common-questions/currency-conversion-in-transaction-settlement","https://support.oceanpayment.com/docs/payment-faq/common-questions/currency-conversion-in-transaction-settlement/","否","否","","","","过渡期人工维护","2026/07/06",""
"154","Payment 收单常见 FAQ","常见问题","What currencies can Oceanpayment settlement support?","2026-07-08 帮助中心上线","待上线","英文","payment-faq/common-questions/supported-settlement-currencies","https://support.oceanpayment.com/en/docs/payment-faq/common-questions/supported-settlement-currencies/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/payment-faq/common-questions/supported-settlement-currencies/","/en/docs/payment-faq/common-questions/supported-settlement-currencies/","i18n/en/docusaurus-plugin-content-docs/current/payment-faq/common-questions/supported-settlement-currencies/index.mdx","Funding Operation FAQs","What currencies can Oceanpayment settlement support?","否","0","不涉及","中英文均有","payment-faq/common-questions/supported-settlement-currencies","https://support.oceanpayment.com/docs/payment-faq/common-questions/supported-settlement-currencies/","否","否","","","","过渡期人工维护","2026/07/06",""
"155","Payment 收单常见 FAQ","常见问题","Klarna Dispute Lifecycle","2026-07-08 帮助中心上线","待上线","英文","payment-faq/common-questions/klarna-dispute-lifecycle","https://support.oceanpayment.com/en/docs/payment-faq/common-questions/klarna-dispute-lifecycle/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/payment-faq/common-questions/klarna-dispute-lifecycle/","/en/docs/payment-faq/common-questions/klarna-dispute-lifecycle/","i18n/en/docusaurus-plugin-content-docs/current/payment-faq/common-questions/klarna-dispute-lifecycle/index.mdx","Local Payments Acquiring FAQs","Klarna Dispute Lifecycle","否","0","不涉及","中英文均有","payment-faq/common-questions/klarna-dispute-lifecycle","https://support.oceanpayment.com/docs/payment-faq/common-questions/klarna-dispute-lifecycle/","否","否","","","","过渡期人工维护","2026/07/06",""
